barcode,chrom,start,length,end,mean_cov,name,cov_gr100_per,total_cov,cov_gr100,n_reads
barcode41,Pf3D7_11_v3,1294074,826,1294900,6780.693704600484,ama1-p74-384,97.82082324455206,5600853,808,12102
barcode41,Pf3D7_13_v3,1724567,1286,1725853,7474.45567651633,kelch13-p383-727,98.52255054432348,9612150,1267,14361
barcode42,Pf3D7_11_v3,1294074,826,1294900,6520.290556900726,ama1-p74-384,97.82082324455206,5385760,808,11622
barcode42,Pf3D7_13_v3,1724567,1286,1725853,9519.359253499222,kelch13-p383-727,98.4447900466563,12241896,1266,17585
barcode43,Pf3D7_11_v3,1294074,826,1294900,5664.675544794189,ama1-p74-384,97.82082324455206,4679022,808,9867
barcode43,Pf3D7_13_v3,1724567,1286,1725853,10984.9066874028,kelch13-p383-727,98.52255054432348,14126590,1267,19692
barcode44,Pf3D7_11_v3,1294074,826,1294900,2.98547215496368,ama1-p74-384,0.0,2466,0,5
barcode44,Pf3D7_13_v3,1724567,1286,1725853,4.821150855365475,kelch13-p383-727,0.0,6200,0,8
barcode45,Pf3D7_11_v3,1294074,826,1294900,1.1973365617433414,ama1-p74-384,0.0,989,0,2
barcode45,Pf3D7_13_v3,1724567,1286,1725853,0.0,kelch13-p383-727,0.0,0,0,0
barcode46,Pf3D7_11_v3,1294074,826,1294900,6173.5217917675545,ama1-p74-384,97.82082324455206,5099329,808,10839
barcode46,Pf3D7_13_v3,1724567,1286,1725853,6343.868584758942,kelch13-p383-727,98.4447900466563,8158215,1266,11770
barcode47,Pf3D7_11_v3,1294074,826,1294900,5427.1283292978205,ama1-p74-384,97.6997578692494,4482808,807,10008
barcode47,Pf3D7_13_v3,1724567,1286,1725853,4853.929237947123,kelch13-p383-727,98.4447900466563,6242153,1266,8918
barcode48,Pf3D7_11_v3,1294074,826,1294900,5463.629539951574,ama1-p74-384,97.82082324455206,4512958,808,10364
barcode48,Pf3D7_13_v3,1724567,1286,1725853,9080.03265940902,kelch13-p383-727,98.4447900466563,11676922,1266,16388
barcode49,Pf3D7_11_v3,1294074,826,1294900,11997.610169491523,ama1-p74-384,97.82082324455206,9910026,808,20820
barcode49,Pf3D7_13_v3,1724567,1286,1725853,2217.569206842924,kelch13-p383-727,98.28926905132192,2851794,1264,4709
barcode50,Pf3D7_11_v3,1294074,826,1294900,14051.886198547216,ama1-p74-384,97.82082324455206,11606858,808,24932
barcode50,Pf3D7_13_v3,1724567,1286,1725853,7656.692068429238,kelch13-p383-727,98.4447900466563,9846506,1266,14770
barcode51,Pf3D7_11_v3,1294074,826,1294900,7193.162227602906,ama1-p74-384,97.82082324455206,5941552,808,12783
barcode51,Pf3D7_13_v3,1724567,1286,1725853,10147.52799377916,kelch13-p383-727,98.52255054432348,13049721,1267,18788
barcode52,Pf3D7_11_v3,1294074,826,1294900,13929.686440677966,ama1-p74-384,97.94188861985472,11505921,809,27097
barcode52,Pf3D7_13_v3,1724567,1286,1725853,8336.122083981338,kelch13-p383-727,98.4447900466563,10720253,1266,14990
barcode53,Pf3D7_11_v3,1294074,826,1294900,7220.565375302664,ama1-p74-384,97.82082324455206,5964187,808,12489
barcode53,Pf3D7_13_v3,1724567,1286,1725853,10486.664852255057,kelch13-p383-727,98.52255054432348,13485851,1267,18827
barcode54,Pf3D7_11_v3,1294074,826,1294900,6343.360774818402,ama1-p74-384,97.82082324455206,5239616,808,11486
barcode54,Pf3D7_13_v3,1724567,1286,1725853,3361.615863141524,kelch13-p383-727,98.4447900466563,4323038,1266,6100
barcode55,Pf3D7_11_v3,1294074,826,1294900,5273.64406779661,ama1-p74-384,97.6997578692494,4356030,807,9254
barcode55,Pf3D7_13_v3,1724567,1286,1725853,13919.93934681182,kelch13-p383-727,98.52255054432348,17901042,1267,23609
barcode56,Pf3D7_11_v3,1294074,826,1294900,2465.03995157385,ama1-p74-384,97.57869249394672,2036123,806,4352
barcode56,Pf3D7_13_v3,1724567,1286,1725853,6170.660964230171,kelch13-p383-727,98.4447900466563,7935470,1266,10376
barcode57,Pf3D7_11_v3,1294074,826,1294900,10213.861985472156,ama1-p74-384,97.82082324455206,8436650,808,18307
barcode57,Pf3D7_13_v3,1724567,1286,1725853,11597.790824261276,kelch13-p383-727,98.52255054432348,14914759,1267,20903
barcode58,Pf3D7_11_v3,1294074,826,1294900,8577.369249394673,ama1-p74-384,97.82082324455206,7084907,808,16010
barcode58,Pf3D7_13_v3,1724567,1286,1725853,5492.884914463452,kelch13-p383-727,98.4447900466563,7063850,1266,10762
barcode59,Pf3D7_11_v3,1294074,826,1294900,6358.290556900726,ama1-p74-384,97.6997578692494,5251948,807,11285
barcode59,Pf3D7_13_v3,1724567,1286,1725853,10568.282270606533,kelch13-p383-727,98.52255054432348,13590811,1267,18568
barcode60,Pf3D7_11_v3,1294074,826,1294900,8562.353510895884,ama1-p74-384,97.82082324455206,7072504,808,14923
barcode60,Pf3D7_13_v3,1724567,1286,1725853,11704.485225505445,kelch13-p383-727,98.52255054432348,15051968,1267,21759
barcode61,Pf3D7_11_v3,1294074,826,1294900,11783.70460048426,ama1-p74-384,97.82082324455206,9733340,808,22727
barcode61,Pf3D7_13_v3,1724567,1286,1725853,7747.671073094868,kelch13-p383-727,98.52255054432348,9963505,1267,15094
barcode62,Pf3D7_11_v3,1294074,826,1294900,6848.837772397094,ama1-p74-384,97.82082324455206,5657140,808,12183
barcode62,Pf3D7_13_v3,1724567,1286,1725853,6857.999222395023,kelch13-p383-727,98.4447900466563,8819387,1266,12849
barcode63,Pf3D7_11_v3,1294074,826,1294900,11668.952784503632,ama1-p74-384,97.82082324455206,9638555,808,21173
barcode63,Pf3D7_13_v3,1724567,1286,1725853,18137.40124416796,kelch13-p383-727,98.52255054432348,23324698,1267,32080
barcode64,Pf3D7_11_v3,1294074,826,1294900,7468.347457627118,ama1-p74-384,97.82082324455206,6168855,808,13712
barcode64,Pf3D7_13_v3,1724567,1286,1725853,14550.60264385692,kelch13-p383-727,98.52255054432348,18712075,1267,26338
barcode65,Pf3D7_11_v3,1294074,826,1294900,18343.704600484263,ama1-p74-384,97.82082324455206,15151900,808,31054
barcode65,Pf3D7_13_v3,1724567,1286,1725853,2725.659409020218,kelch13-p383-727,98.36702954898912,3505198,1265,5230
barcode66,Pf3D7_11_v3,1294074,826,1294900,6266.725181598063,ama1-p74-384,97.82082324455206,5176315,808,10639
barcode66,Pf3D7_13_v3,1724567,1286,1725853,2021.608864696734,kelch13-p383-727,98.28926905132192,2599789,1264,3753
barcode67,Pf3D7_11_v3,1294074,826,1294900,3719.9709443099273,ama1-p74-384,97.6997578692494,3072696,807,6469
barcode67,Pf3D7_13_v3,1724567,1286,1725853,814.4727838258165,kelch13-p383-727,98.13374805598755,1047412,1262,1687
barcode68,Pf3D7_11_v3,1294074,826,1294900,11232.294188861986,ama1-p74-384,97.82082324455206,9277875,808,20392
barcode68,Pf3D7_13_v3,1724567,1286,1725853,3826.01399688958,kelch13-p383-727,98.4447900466563,4920254,1266,8023
barcode69,Pf3D7_11_v3,1294074,826,1294900,2400.576271186441,ama1-p74-384,97.57869249394672,1982876,806,4399
barcode69,Pf3D7_13_v3,1724567,1286,1725853,3443.52799377916,kelch13-p383-727,98.4447900466563,4428377,1266,6293
barcode70,Pf3D7_11_v3,1294074,826,1294900,9478.693704600484,ama1-p74-384,97.82082324455206,7829401,808,16863
barcode70,Pf3D7_13_v3,1724567,1286,1725853,4241.573872472784,kelch13-p383-727,98.4447900466563,5454664,1266,8512
barcode71,Pf3D7_11_v3,1294074,826,1294900,0.980629539951574,ama1-p74-384,0.0,810,0,2
barcode71,Pf3D7_13_v3,1724567,1286,1725853,1.2363919129082426,kelch13-p383-727,0.0,1590,0,3
barcode72,Pf3D7_11_v3,1294074,826,1294900,13600.422518159809,ama1-p74-384,97.82082324455206,11233949,808,24317
barcode72,Pf3D7_13_v3,1724567,1286,1725853,283.42457231726286,kelch13-p383-727,93.00155520995334,364484,1196,739
barcode73,Pf3D7_11_v3,1294074,826,1294900,9096.40799031477,ama1-p74-384,97.82082324455206,7513633,808,16504
barcode73,Pf3D7_13_v3,1724567,1286,1725853,13852.413685847589,kelch13-p383-727,98.52255054432348,17814204,1267,24934
barcode74,Pf3D7_11_v3,1294074,826,1294900,625.0266343825666,ama1-p74-384,97.09443099273608,516272,802,1114
barcode74,Pf3D7_13_v3,1724567,1286,1725853,294.99766718507,kelch13-p383-727,97.900466562986,379367,1259,560
unclassified,Pf3D7_11_v3,1294074,826,1294900,13820.262711864409,ama1-p74-384,97.94188861985472,11415537,809,23661
unclassified,Pf3D7_13_v3,1724567,1286,1725853,13684.396578538102,kelch13-p383-727,98.52255054432348,17598134,1267,24029
