barcode,chrom,start,length,end,mean_cov,name,cov_gr100_per,total_cov,cov_gr100,n_reads,sample_id
barcode01,Pf3D7_11_v3,1294074,826,1294900,10702.88377723971,ama1-p74-384,97.94188861985472,8840582,809,19698,3D7
barcode01,Pf3D7_13_v3,1724567,1286,1725853,14256.63530326594,kelch13-p383-727,98.4447900466563,18334033,1266,28171,3D7
barcode02,Pf3D7_11_v3,1294074,826,1294900,7008.882566585957,ama1-p74-384,97.6997578692494,5789337,807,11811,Dd2
barcode02,Pf3D7_13_v3,1724567,1286,1725853,4812.024105754277,kelch13-p383-727,98.36702954898912,6188263,1265,8814,Dd2
barcode03,Pf3D7_11_v3,1294074,826,1294900,13225.374092009686,ama1-p74-384,97.82082324455206,10924159,808,23664,HB3
barcode03,Pf3D7_13_v3,1724567,1286,1725853,1930.8499222395023,kelch13-p383-727,98.21150855365474,2483073,1263,4218,HB3
barcode04,Pf3D7_11_v3,1294074,826,1294900,5837.768765133172,ama1-p74-384,97.6997578692494,4821997,807,9987,IPC3445
barcode04,Pf3D7_13_v3,1724567,1286,1725853,4961.279937791602,kelch13-p383-727,98.4447900466563,6380206,1266,8953,IPC3445
barcode05,Pf3D7_11_v3,1294074,826,1294900,3945.202179176756,ama1-p74-384,97.6997578692494,3258737,807,7342,IPC3663
barcode05,Pf3D7_13_v3,1724567,1286,1725853,3540.9961119751165,kelch13-p383-727,98.28926905132192,4553721,1264,6773,IPC3663
barcode06,Pf3D7_11_v3,1294074,826,1294900,310.9503631961259,ama1-p74-384,96.85230024213077,256845,800,570,Human
barcode06,Pf3D7_13_v3,1724567,1286,1725853,2.0878693623639197,kelch13-p383-727,0.0,2685,0,4,Human
barcode07,Pf3D7_11_v3,1294074,826,1294900,5.728813559322034,ama1-p74-384,0.0,4732,0,13,NTC
barcode07,Pf3D7_13_v3,1724567,1286,1725853,1.207620528771384,kelch13-p383-727,0.0,1553,0,2,NTC
barcode08,Pf3D7_11_v3,1294074,826,1294900,3369.3765133171914,ama1-p74-384,97.6997578692494,2783105,807,6289,8020886
barcode08,Pf3D7_13_v3,1724567,1286,1725853,5070.356920684292,kelch13-p383-727,98.4447900466563,6520479,1266,9272,8020886
barcode09,Pf3D7_11_v3,1294074,826,1294900,6413.756658595642,ama1-p74-384,97.6997578692494,5297763,807,11984,8020887
barcode09,Pf3D7_13_v3,1724567,1286,1725853,5807.779937791602,kelch13-p383-727,98.4447900466563,7468805,1266,10699,8020887
barcode10,Pf3D7_11_v3,1294074,826,1294900,6667.417675544794,ama1-p74-384,97.6997578692494,5507287,807,11885,8020888
barcode10,Pf3D7_13_v3,1724567,1286,1725853,5643.630637636081,kelch13-p383-727,98.36702954898912,7257709,1265,11020,8020888
barcode11,Pf3D7_11_v3,1294074,826,1294900,5420.979418886199,ama1-p74-384,97.6997578692494,4477729,807,9598,8020889
barcode11,Pf3D7_13_v3,1724567,1286,1725853,5208.241057542768,kelch13-p383-727,98.4447900466563,6697798,1266,9982,8020889
