barcode,chrom,start,length,end,mean_cov,name,cov_gr100_per,total_cov,cov_gr100,n_reads,sample_id
barcode01,Pf3D7_11_v3,1294074,826,1294900,3025.36803874092,ama1-p74-384,97.57869249394672,2498954,806,5444,3D7
barcode01,Pf3D7_13_v3,1724567,1286,1725853,0.0,kelch13-p383-727,0.0,0,0,0,3D7
barcode02,Pf3D7_11_v3,1294074,826,1294900,3412.46004842615,ama1-p74-384,97.57869249394672,2818692,806,5910,Dd2
barcode02,Pf3D7_13_v3,1724567,1286,1725853,756.0606531881804,kelch13-p383-727,98.21150855365474,972294,1263,1238,Dd2
barcode03,Pf3D7_11_v3,1294074,826,1294900,3893.1961259079903,ama1-p74-384,97.6997578692494,3215780,807,6490,HB3
barcode03,Pf3D7_13_v3,1724567,1286,1725853,1553.843701399689,kelch13-p383-727,98.28926905132192,1998243,1264,2404,HB3
barcode04,Pf3D7_11_v3,1294074,826,1294900,0.0,ama1-p74-384,0.0,0,0,0,human
barcode04,Pf3D7_13_v3,1724567,1286,1725853,1.3872472783825816,kelch13-p383-727,0.0,1784,0,2,human
barcode05,Pf3D7_11_v3,1294074,826,1294900,0.0,ama1-p74-384,0.0,0,0,0,NTC-a
barcode05,Pf3D7_13_v3,1724567,1286,1725853,0.0,kelch13-p383-727,0.0,0,0,0,NTC-a
barcode06,Pf3D7_11_v3,1294074,826,1294900,3626.461259079904,ama1-p74-384,97.6997578692494,2995457,807,6400,8013549
barcode06,Pf3D7_13_v3,1724567,1286,1725853,790.0645412130638,kelch13-p383-727,98.28926905132192,1016023,1264,1218,8013549
barcode07,Pf3D7_11_v3,1294074,826,1294900,728.6138014527845,ama1-p74-384,97.21549636803874,601835,803,1492,8013554
barcode07,Pf3D7_13_v3,1724567,1286,1725853,0.0,kelch13-p383-727,0.0,0,0,0,8013554
barcode08,Pf3D7_11_v3,1294074,826,1294900,2613.628329297821,ama1-p74-384,97.57869249394672,2158857,806,4795,8013555
barcode08,Pf3D7_13_v3,1724567,1286,1725853,2606.2076205287717,kelch13-p383-727,98.36702954898912,3351583,1265,3933,8013555
barcode09,Pf3D7_11_v3,1294074,826,1294900,0.0,ama1-p74-384,0.0,0,0,0,8013557
barcode09,Pf3D7_13_v3,1724567,1286,1725853,0.1430793157076205,kelch13-p383-727,0.0,184,0,1,8013557
barcode10,Pf3D7_11_v3,1294074,826,1294900,1605.453995157385,ama1-p74-384,97.57869249394672,1326105,806,2766,8013558
barcode10,Pf3D7_13_v3,1724567,1286,1725853,194.70917573872472,kelch13-p383-727,96.81181959564542,250396,1245,327,8013558
barcode11,Pf3D7_11_v3,1294074,826,1294900,61.40314769975787,ama1-p74-384,0.0,50719,0,102,8013559
barcode11,Pf3D7_13_v3,1724567,1286,1725853,32.01477449455677,kelch13-p383-727,0.0,41171,0,50,8013559
barcode12,Pf3D7_11_v3,1294074,826,1294900,1177.589588377724,ama1-p74-384,97.57869249394672,972689,806,2210,8013561
barcode12,Pf3D7_13_v3,1724567,1286,1725853,32.8701399688958,kelch13-p383-727,0.0,42271,0,51,8013561
barcode13,Pf3D7_11_v3,1294074,826,1294900,364.9782082324455,ama1-p74-384,96.97336561743342,301472,801,718,8013565
barcode13,Pf3D7_13_v3,1724567,1286,1725853,17.63841368584759,kelch13-p383-727,0.0,22683,0,28,8013565
barcode14,Pf3D7_11_v3,1294074,826,1294900,2312.900726392252,ama1-p74-384,97.57869249394672,1910456,806,4348,8013759
barcode14,Pf3D7_13_v3,1724567,1286,1725853,145.7231726283048,kelch13-p383-727,86.85847589424573,187400,1117,269,8013759
barcode15,Pf3D7_11_v3,1294074,826,1294900,572.2518159806295,ama1-p74-384,97.09443099273608,472680,802,1232,8013778
barcode15,Pf3D7_13_v3,1724567,1286,1725853,52.84758942457232,kelch13-p383-727,0.0,67962,0,91,8013778
barcode16,Pf3D7_11_v3,1294074,826,1294900,3417.9346246973364,ama1-p74-384,97.6997578692494,2823214,807,6776,8013809
