barcode,chrom,start,length,end,mean_cov,name,cov_gr100_per,total_cov,cov_gr100,n_reads,sample_id
barcode01,Pf3D7_11_v3,1294074,826,1294900,3313.628329297821,ama1-p74-384,97.57869249394672,2737057,806,5696,3D7
barcode01,Pf3D7_13_v3,1724567,1286,1725853,4226.141524105754,kelch13-p383-727,98.4447900466563,5434818,1266,7859,3D7
barcode02,Pf3D7_11_v3,1294074,826,1294900,4261.192493946731,ama1-p74-384,97.57869249394672,3519745,806,6899,Dd2
barcode02,Pf3D7_13_v3,1724567,1286,1725853,3526.753499222395,kelch13-p383-727,98.28926905132192,4535405,1264,6237,Dd2
barcode03,Pf3D7_11_v3,1294074,826,1294900,3034.588377723971,ama1-p74-384,97.57869249394672,2506570,806,5082,HB3
barcode03,Pf3D7_13_v3,1724567,1286,1725853,7215.545101088647,kelch13-p383-727,98.4447900466563,9279191,1266,12884,HB3
barcode04,Pf3D7_11_v3,1294074,826,1294900,3119.690072639225,ama1-p74-384,97.57869249394672,2576864,806,4839,IPC3663
barcode04,Pf3D7_13_v3,1724567,1286,1725853,3432.176516329705,kelch13-p383-727,98.28926905132192,4413779,1264,6000,IPC3663
barcode05,Pf3D7_11_v3,1294074,826,1294900,0.8995157384987893,ama1-p74-384,0.0,743,0,1,Human
barcode05,Pf3D7_13_v3,1724567,1286,1725853,1.202177293934681,kelch13-p383-727,0.0,1546,0,2,Human
barcode06,Pf3D7_11_v3,1294074,826,1294900,1.8220338983050848,ama1-p74-384,0.0,1505,0,3,NTC
barcode06,Pf3D7_13_v3,1724567,1286,1725853,3.285381026438569,kelch13-p383-727,0.0,4225,0,6,NTC
barcode07,Pf3D7_11_v3,1294074,826,1294900,7505.814769975786,ama1-p74-384,97.6997578692494,6199803,807,12056,1039399
barcode07,Pf3D7_13_v3,1724567,1286,1725853,2168.401244167963,kelch13-p383-727,98.28926905132192,2788564,1264,3799,1039399
barcode08,Pf3D7_11_v3,1294074,826,1294900,4158.088377723971,ama1-p74-384,97.57869249394672,3434581,806,6859,1041440
barcode08,Pf3D7_13_v3,1724567,1286,1725853,3674.01399688958,kelch13-p383-727,98.28926905132192,4724782,1264,6797,1041440
barcode09,Pf3D7_11_v3,1294074,826,1294900,3934.008474576271,ama1-p74-384,97.6997578692494,3249491,807,6922,1041441
barcode09,Pf3D7_13_v3,1724567,1286,1725853,1621.096423017107,kelch13-p383-727,98.21150855365474,2084730,1263,3042,1041441
barcode10,Pf3D7_11_v3,1294074,826,1294900,3378.3087167070216,ama1-p74-384,97.57869249394672,2790483,806,6094,1041438
barcode10,Pf3D7_13_v3,1724567,1286,1725853,544.0987558320373,kelch13-p383-727,98.05598755832035,699711,1261,1070,1041438
barcode11,Pf3D7_11_v3,1294074,826,1294900,5356.784503631961,ama1-p74-384,97.6997578692494,4424704,807,8828,1039398
barcode11,Pf3D7_13_v3,1724567,1286,1725853,1887.339035769829,kelch13-p383-727,98.21150855365474,2427118,1263,3358,1039398
barcode12,Pf3D7_11_v3,1294074,826,1294900,2128.893462469733,ama1-p74-384,97.3365617433414,1758466,804,3611,1041449
barcode12,Pf3D7_13_v3,1724567,1286,1725853,1495.6524105754277,kelch13-p383-727,98.21150855365474,1923409,1263,2766,1041449
barcode13,Pf3D7_11_v3,1294074,826,1294900,3415.537530266344,ama1-p74-384,97.6997578692494,2821234,807,5538,1041452
barcode13,Pf3D7_13_v3,1724567,1286,1725853,3681.1166407465007,kelch13-p383-727,98.28926905132192,4733916,1264,6375,1041452
barcode14,Pf3D7_11_v3,1294074,826,1294900,2706.59200968523,ama1-p74-384,97.57869249394672,2235645,806,4711,1041453
barcode14,Pf3D7_13_v3,1724567,1286,1725853,3133.949455676516,kelch13-p383-727,98.28926905132192,4030259,1264,5427,1041453
barcode15,Pf3D7_11_v3,1294074,826,1294900,3925.365617433414,ama1-p74-384,97.6997578692494,3242352,807,6974,1041454
barcode15,Pf3D7_13_v3,1724567,1286,1725853,511.3864696734059,kelch13-p383-727,98.05598755832035,657643,1261,949,1041454
barcode16,Pf3D7_11_v3,1294074,826,1294900,6221.973365617433,ama1-p74-384,97.6997578692494,5139350,807,10401,1041455
barcode16,Pf3D7_13_v3,1724567,1286,1725853,2511.1143079315707,kelch13-p383-727,98.28926905132192,3229293,1264,4535,1041455
barcode17,Pf3D7_11_v3,1294074,826,1294900,2419.1622276029057,ama1-p74-384,97.57869249394672,1998228,806,4203,1041457
barcode17,Pf3D7_13_v3,1724567,1286,1725853,476.86547433903576,kelch13-p383-727,97.97822706065318,613249,1260,814,1041457
barcode18,Pf3D7_11_v3,1294074,826,1294900,2108.717917675545,ama1-p74-384,97.45762711864408,1741801,805,3503,1041459
barcode18,Pf3D7_13_v3,1724567,1286,1725853,1520.0326594090202,kelch13-p383-727,98.21150855365474,1954762,1263,2710,1041459
barcode19,Pf3D7_11_v3,1294074,826,1294900,3384.9576271186443,ama1-p74-384,97.57869249394672,2795975,806,5488,1041462
barcode19,Pf3D7_13_v3,1724567,1286,1725853,2497.760497667185,kelch13-p383-727,98.28926905132192,3212120,1264,4403,1041462
barcode20,Pf3D7_11_v3,1294074,826,1294900,2625.912832929782,ama1-p74-384,97.57869249394672,2169004,806,4540,1041471
barcode20,Pf3D7_13_v3,1724567,1286,1725853,1870.740279937792,kelch13-p383-727,98.21150855365474,2405772,1263,3284,1041471
barcode21,Pf3D7_11_v3,1294074,826,1294900,4274.7518159806295,ama1-p74-384,97.6997578692494,3530945,807,7685,1041469
barcode21,Pf3D7_13_v3,1724567,1286,1725853,2740.5101088646966,kelch13-p383-727,98.36702954898912,3524296,1265,4863,1041469
barcode22,Pf3D7_11_v3,1294074,826,1294900,3219.841404358353,ama1-p74-384,97.57869249394672,2659589,806,5541,1041475
barcode22,Pf3D7_13_v3,1724567,1286,1725853,3532.2122861586317,kelch13-p383-727,98.36702954898912,4542425,1265,6076,1041475
barcode23,Pf3D7_11_v3,1294074,826,1294900,2625.9745762711864,ama1-p74-384,97.57869249394672,2169055,806,4247,1041476
barcode23,Pf3D7_13_v3,1724567,1286,1725853,2987.923794712286,kelch13-p383-727,98.28926905132192,3842470,1264,5272,1041476
barcode24,Pf3D7_11_v3,1294074,826,1294900,3924.0823244552057,ama1-p74-384,97.57869249394672,3241292,806,6294,1041470
barcode24,Pf3D7_13_v3,1724567,1286,1725853,814.9564541213064,kelch13-p383-727,98.13374805598755,1048034,1262,1426,1041470
barcode25,Pf3D7_11_v3,1294074,826,1294900,2580.5799031477,ama1-p74-384,97.57869249394672,2131559,806,4309,1041472
barcode25,Pf3D7_13_v3,1724567,1286,1725853,460.0311041990669,kelch13-p383-727,97.74494556765164,591600,1257,811,1041472
barcode26,Pf3D7_11_v3,1294074,826,1294900,2632.283292978208,ama1-p74-384,97.57869249394672,2174266,806,4458,1041473
barcode26,Pf3D7_13_v3,1724567,1286,1725853,1643.457231726283,kelch13-p383-727,98.21150855365474,2113486,1263,2960,1041473
barcode27,Pf3D7_11_v3,1294074,826,1294900,1122.6283292978208,ama1-p74-384,97.21549636803874,927291,803,1914,1041576
barcode27,Pf3D7_13_v3,1724567,1286,1725853,103.01788491446344,kelch13-p383-727,57.69828926905132,132481,742,188,1041576
barcode28,Pf3D7_11_v3,1294074,826,1294900,6508.571428571428,ama1-p74-384,97.6997578692494,5376080,807,10761,1041578
barcode28,Pf3D7_13_v3,1724567,1286,1725853,901.8639191290824,kelch13-p383-727,98.13374805598755,1159797,1262,1658,1041578
barcode29,Pf3D7_11_v3,1294074,826,1294900,41.84866828087167,ama1-p74-384,0.0,34567,0,77,1041575
barcode29,Pf3D7_13_v3,1724567,1286,1725853,0.9385692068429238,kelch13-p383-727,0.0,1207,0,1,1041575
barcode30,Pf3D7_11_v3,1294074,826,1294900,4835.176755447942,ama1-p74-384,97.6997578692494,3993856,807,8023,1041627
barcode30,Pf3D7_13_v3,1724567,1286,1725853,500.7208398133748,kelch13-p383-727,97.900466562986,643927,1259,911,1041627
barcode31,Pf3D7_11_v3,1294074,826,1294900,4413.771186440678,ama1-p74-384,97.57869249394672,3645775,806,6985,1041622
barcode31,Pf3D7_13_v3,1724567,1286,1725853,1588.9992223950233,kelch13-p383-727,98.21150855365474,2043453,1263,2799,1041622
barcode32,Pf3D7_11_v3,1294074,826,1294900,4122.10411622276,ama1-p74-384,97.57869249394672,3404858,806,6859,1041623
barcode32,Pf3D7_13_v3,1724567,1286,1725853,1235.5653188180404,kelch13-p383-727,98.21150855365474,1588937,1263,2231,1041623
barcode33,Pf3D7_11_v3,1294074,826,1294900,2673.9334140435835,ama1-p74-384,97.57869249394672,2208669,806,4370,1041630
barcode33,Pf3D7_13_v3,1724567,1286,1725853,322.5342146189736,kelch13-p383-727,97.74494556765164,414779,1257,567,1041630
barcode34,Pf3D7_11_v3,1294074,826,1294900,934.7881355932204,ama1-p74-384,97.09443099273608,772135,802,1526,1041437
barcode34,Pf3D7_13_v3,1724567,1286,1725853,220.16796267496116,kelch13-p383-727,97.12286158631416,283136,1249,403,1041437
barcode35,Pf3D7_11_v3,1294074,826,1294900,2663.0750605326875,ama1-p74-384,97.57869249394672,2199700,806,4461,1041443
barcode35,Pf3D7_13_v3,1724567,1286,1725853,1014.0031104199066,kelch13-p383-727,98.13374805598755,1304008,1262,1872,1041443
barcode36,Pf3D7_11_v3,1294074,826,1294900,1964.4685230024213,ama1-p74-384,97.3365617433414,1622651,804,3100,1041447
barcode36,Pf3D7_13_v3,1724567,1286,1725853,1443.2021772939347,kelch13-p383-727,98.21150855365474,1855958,1263,2443,1041447
barcode37,Pf3D7_11_v3,1294074,826,1294900,2294.610169491525,ama1-p74-384,97.57869249394672,1895348,806,3654,1041448
barcode37,Pf3D7_13_v3,1724567,1286,1725853,1349.6127527216174,kelch13-p383-727,98.21150855365474,1735602,1263,2374,1041448
